"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"415",,451,"Title 107","Completed","Interventional","N/A","Behavioral",,,,,"07/26/2013","12/22/2016","Actual","12/22/2016","Actual",,,,,"02/12/2013",,,"08/26/2017","Public",,,,,,"08/15/2017","12/30/2017","ro_name_BFF
ro_name_BFF@email.com","lu_name_ACD
lu_name_ACD@email.com","rp_name_HJ","cc_name_EDD
cc_name_EDD@email.com
","so_name_EJC","University",,"Public Site Status","02/16/2013","12/30/2017",,,,,,,
"417",464,590,"Title 140","Completed","Interventional","N/A","Behavioral",,,,,"05/25/2016","10/24/2017","Actual","10/24/2017","Actual",,,,,"10/28/2014",,,"12/24/2017","Public","NIDA",,,,,"01/01/2018","01/01/2018","ro_name_DED
ro_name_DED@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_IE
cc_name_IE@email.com
555-555-5555",,"University","APT Foundation, Inc.
National Institute on Drug Abuse (NIDA)","Public Site Status","10/28/2014","01/01/2018",,,,,,,
"418",503,482,"Title 1086","Completed","Observational",,,,,,,"07/26/2013","05/25/2016","Actual","04/25/2017","Actual",,,,,"07/30/2013",,,"09/23/2020","Public","NIAAA",,,,,"09/07/2020","09/07/2020","ro_name_CID
ro_name_CID@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_GDE
cc_name_GDE@email.com
555-555-5555","so_name_GJG","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)","Public Site Status","08/03/2013","09/07/2020",,,,,,,
"419",,480,"Title 1313","Withdrawn","Interventional","Phase 2","Drug",,,,,"07/26/2013","07/26/2013","Actual","07/26/2013","Actual",,,,,"07/15/2013",,,"09/23/2020","Public","NIDA",,,,,"09/07/2020","09/07/2020","ro_name_GE
ro_name_GE@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_BBB
cc_name_BBB@email.com
555-555-5555","so_name_ACA","University","National Institute on Drug Abuse (NIDA)","Public Site Status","07/19/2013","09/07/2020",,,,,,,
"420",,492,"Title 662","Completed","Interventional","Early Phase 1","Drug",,,,,"08/28/2013","12/24/2014","Actual","12/24/2014","Actual",,,,,"07/24/2013",,,"07/26/2018","Public",,,,,,"07/18/2018","07/18/2018","ro_name_ACA
ro_name_ACA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BEB
cc_name_BEB@email.com
555-555-5555 Ext: 5555","so_name_BBD","University","South Central VA Mental Illness Research, Education & Clinical Center","Public Site Status","09/18/2013","07/18/2018",,,,,,,
"422",408,486,"Title 944","Active, not recruiting","Observational",,,,,,,"08/26/2013","07/26/2017","Actual","06/25/2025","Anticipated",,,,,"08/09/2013",,,"10/24/2022","Public","NIAID",,,,,"10/29/2022","10/29/2022","ro_name_CAI
ro_name_CAI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EHJ
cc_name_EHJ@email.com
555-555-5555","so_name_EDI","University","Hospital for Special Surgery, New York
National Institute of Allergy and Infectious Diseases (NIAID)","Public Site Status","08/11/2013","10/29/2022",,,"10/24/2023",,,,
"423",396,604,"Title 415","Completed","Interventional","N/A","Behavioral",,,,,"03/25/2016","01/23/2020","Actual","01/23/2020","Actual",,,,,"11/26/2014",,,"10/24/2020","Public","NIDA",,,,,"10/13/2020","10/13/2020","ro_name_AGB
ro_name_AGB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FFG
cc_name_FFG@email.com
555-555-5555","so_name_CAE","University","National Institute on Drug Abuse (NIDA)","Public Site Status","12/03/2014","10/13/2020",,,,,,,
"424",189,547,"Title 83","Recruiting","Interventional","N/A","Drug",,,,,"03/26/2014","03/26/2023","Anticipated","03/26/2023","Anticipated",,,,,"06/07/2014",,,"10/24/2022","Public","NIDA; NIH",,,,,"10/31/2022","10/31/2022","ro_name_BEH
ro_name_BEH@email.com","lu_name_ACA
lu_name_ACA@email.com","[Sponsor]","cc_name_DEC
cc_name_DEC@email.com
555-555-5555","so_name_DCI","University","National Institutes of Health (NIH)
National Institute on Drug Abuse (NIDA)","Public Site Status","06/10/2014","10/31/2022","pACT",,"10/24/2023",,"03/25/2024","03/25/2024",
"425",,571,"Title 343","Completed","Interventional","Phase 0","Device",,,,,"02/23/2014","05/26/2014","Actual","05/26/2014","Actual",,,,,"08/18/2014",,,"02/23/2016","Public",,,,,,"02/21/2016","02/21/2016","ro_name_CGD
ro_name_CGD@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_HEJ
cc_name_HEJ@email.com
555-555-5555","so_name_FFD","University",,"Public Site Status","08/18/2014","02/21/2016",,,,,,,
"427",,919,"Title 1186","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"09/25/2013","09/28/2014","Actual","11/09/2014","Actual",,,,,"06/18/2018",,,"07/26/2018","Public",,,,,,"07/22/2018","07/22/2018","ro_name_BEI
ro_name_BEI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HI
cc_name_HI@email.com
5555555555","so_name_HG","University",,"Public Site Status","07/22/2018","07/22/2018",,,,,,,
"429",445,641,"Title 139","Completed","Interventional","N/A","Behavioral",,,,,"04/25/2015","11/03/2020","Actual","11/03/2020","Actual",,,,,"03/22/2015",,,"10/24/2022","Public","NIAAA",,,,,"10/25/2022","10/25/2022","ro_name_ADE
ro_name_ADE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HFH
cc_name_HFH@email.com
(555) 555-5555","so_name_BEA","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)","Public Site Status","03/24/2015","10/25/2022",,,,,,,
"431",3,499,"Title 1380","Completed","Interventional","Phase 2","Behavioral; Drug",,,,,"12/24/2013","07/07/2019","Actual","07/07/2019","Actual",,,,,"07/29/2013","07/11/2020",,"09/23/2020","Public",,"Posted",,,,"09/05/2020","09/05/2020","ro_name_AIB
ro_name_AIB@email.com","lu_name_IG
lu_name_IG@email.com","rp_name_EG","cc_name_BEB
cc_name_BEB@email.com
(555)555-5555 Ext: 5555","so_name_CDJ","University","United States Department of Defense","Public Site Status","11/04/2013","09/05/2020","pACT",,,,,,
"432",,596,"Title 1351","Completed","Interventional","N/A","Behavioral",,,,,"07/26/2013","12/24/2016","Actual","12/24/2016","Actual",,,,,"11/16/2014",,,"04/25/2017","Public",,,,,,"04/29/2017","04/29/2017","ro_name_BFC
ro_name_BFC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GBE
cc_name_GBE@email.com
555 555 5555",,"University","University of Texas","Public Site Status","11/16/2014","04/29/2017",,,,,,,
"433",,637,"Title 821","Completed","Interventional","N/A","Behavioral",,,,,"02/23/2015","06/25/2017","Actual","06/25/2017","Actual",,,,,"02/22/2015",,,"07/25/2020","Public",,,,,,"07/14/2020","07/15/2020","ro_name_AAA
ro_name_AAA@email.com","lu_name_EF
lu_name_EF@email.com","[Sponsor]","cc_name_BGC
cc_name_BGC@email.com
555-555-5555","so_name_AIH","University",,"Public Site Status","02/25/2015","07/15/2020",,,,,,,
"434",106,763,"Title 211","Recruiting","Interventional","N/A","Behavioral",,,,,"10/24/2016","06/25/2023","Anticipated","06/25/2023","Anticipated",,,,,"09/25/2016",,,"06/25/2022","Public","NICHD",,,,,"06/07/2022","06/07/2022","ro_name_AAA
ro_name_AAA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,,"University","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Public Site Status","10/01/2016","06/07/2022",,,"06/25/2023",,,,
"435",,505,"Title 390","Completed","Interventional","Early Phase 1","Drug; Device",,,,,"08/26/2013","05/25/2016","Actual","05/25/2016","Actual",,,,,"11/17/2013","10/22/2016",,"07/25/2020","Public",,"Posted",,,,"08/02/2020","08/02/2020","ro_name_BAD
ro_name_BAD@email.com","lu_name_AAA
lu_name_AAA@email.com","rp_name_FE","cc_name_ECB
cc_name_ECB@email.com
555-555-5555","so_name_CGI","s_name_F","Juvenile Diabetes Research Foundation
Yale University","Public Site Status","11/17/2013","08/02/2020",,,,,,,
"436",,496,"Title 27","Withdrawn","Interventional","N/A","Other",,,,,"04/25/2015","07/25/2016","Anticipated","12/24/2016","Anticipated",,,,,"10/06/2013",,,"01/23/2016","Public",,,,,,"09/30/2020","09/30/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_ABE
lu_name_ABE@email.com","[Sponsor]",,,"University",,"Public Site Status","10/08/2013","09/30/2020",,,,,,,
"437",,549,"Title 1337","Completed","Interventional","Phase 1","Drug; Behavioral",,,,,"04/25/2014","12/24/2014","Actual","12/24/2014","Actual",,,,,"06/22/2014",,,"08/26/2021","Public",,,,,,"09/05/2021","12/14/2021","ro_name_AFC
ro_name_AFC@email.com","lu_name_AAB
lu_name_AAB@email.com","rp_name_DE","cc_name_CJA
cc_name_CJA@email.com
+5 (555) 555-5555",,"University",,"Public Site Status","06/22/2014","12/14/2021",,,,,,,
"440",,507,"Title 727","Completed","Observational",,"Other",,,,,"11/23/2013","11/23/2016","Actual","11/23/2016","Actual",,,,,"11/25/2013",,,"04/25/2018","Public",,,,,,"04/28/2018","04/28/2018","ro_name_BAA
ro_name_BAA@email.com","lu_name_AJI
lu_name_AJI@email.com","[Sponsor]","cc_name_BFA
cc_name_BFA@email.com
(555) 555-5555","so_name_BBH","University",,"Public Site Status","11/25/2013","04/28/2018",,,,,,,
"441",,586,"Title 400","Completed","Interventional","Phase 3","Behavioral",,,,,"08/26/2013","06/24/2016","Actual","06/24/2016","Actual",,,,,"10/13/2014",,,"01/23/2017","Public",,,,,,"01/14/2017","01/14/2017","ro_name_CBF
ro_name_CBF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FAF
cc_name_FAF@email.com
555-555-5555","so_name_EGJ","University",,"Public Site Status","10/13/2014","01/14/2017",,,,,,,
"442",524,663,"Title 983","Completed","Interventional","N/A","Behavioral",,,,,"03/31/2014","02/03/2018","Actual","02/03/2018","Actual",,,,,"02/02/2015",,,"02/23/2020","Public","NIMH",,,,,"02/15/2021","02/16/2021","ro_name_CDI
ro_name_CDI@email.com","lu_name_AGH
lu_name_AGH@email.com","[Sponsor]","cc_name_FDF
cc_name_FDF@email.com
555-555-555-5555","so_name_FAG","University","National Institute of Mental Health and Neuro Sciences, India
National Institute of Mental Health (NIMH)","Public Site Status","06/17/2015","02/16/2021",,,,,,,
"443",237,510,"Title 519","Completed","Interventional","N/A","Radiation",,,,,"10/24/2013","01/23/2015","Actual","01/23/2015","Actual",,,,,"11/26/2013","12/21/2016",,"09/23/2020","Public",,"Posted",,,,"09/07/2020","09/07/2020","ro_name_HD
ro_name_HD@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_ADA
cc_name_ADA@email.com
555-555-5555","so_name_ADE","University","Agency for Healthcare Research and Quality (AHRQ)","Public Site Status","12/03/2013","09/07/2020","pACT",,,,,,
"444",,750,"Title 540","Completed","Interventional","N/A","Other",,,,,"07/26/2013","12/22/2016","Actual","12/22/2016","Actual",,,,,"08/17/2016",,,"08/26/2017","Public",,,,,,"08/16/2017","08/16/2017","ro_name_BFF
ro_name_BFF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DFF
cc_name_DFF@email.com
(555) 555-5555","so_name_DEG","University",,"Public Site Status","08/17/2016","08/16/2017",,,,,,,
"445",182,592,"Title 1113","Completed","Interventional","N/A","Behavioral",,,,,"04/25/2015","09/23/2016","Actual","12/24/2016","Actual",,,,,"11/10/2014",,,"07/25/2020","Public","NIDA",,,,,"10/18/2020","10/18/2020","ro_name_BEC
ro_name_BEC@email.com","lu_name_ABE
lu_name_ABE@email.com","[Sponsor]","cc_name_DDC
cc_name_DDC@email.com
","so_name_DCJ","University","American Heart Association
National Institute on Drug Abuse (NIDA)","Public Site Status","11/10/2014","10/18/2020",,,,,,,
"446",476,583,"Title 678","Completed","Observational",,,,,,,"08/26/2014","08/26/2015","Actual","08/26/2015","Actual",,,,,"10/08/2014",,,"09/23/2020","Public","NIDDK",,,,,"09/07/2020","09/07/2020","ro_name_CIH
ro_name_CIH@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_GEC
cc_name_GEC@email.com
555-555-5555","so_name_GAF","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","10/08/2014","09/07/2020",,,,,,,
"447",,573,"Title 1152","Terminated","Observational",,,,,,,"08/26/2013","09/23/2015","Actual","09/23/2015","Actual",,,,,"08/25/2014",,,"03/26/2017","Public",,,,,,"03/08/2017","03/08/2017","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FJ
cc_name_FJ@email.com
5555555555","so_name_GGI","University",,"Public Site Status","08/25/2014","03/08/2017",,,,,,,
"448",140,826,"Title 207","Terminated","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"10/09/2017","02/19/2020","Actual","02/19/2020","Actual",,,,,"06/24/2017","12/21/2020",,"09/23/2020","Public","NICHD","Posted",,,,"01/13/2021","01/13/2021","ro_name_DDF
ro_name_DDF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BBH
cc_name_BBH@email.com
555-555-5555","so_name_BJH","University","St. Louis Children's Hospital
Dell Children’s Medical Center of Central Texas
Children's Hospital and Health System  Foundation, Wisconsin
Weill Medical College of Cornell University
Maria Fareri Children’s Hospital
University of Rochester Golisano Children’s Hospital
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Public Site Status","06/26/2017","01/13/2021","ACT",,,,,,
"449",,567,"Title 320","Terminated","Observational","N/A","Other",,,,,"03/15/2014","05/30/2020","Actual","05/30/2020","Actual",,,,,"08/03/2014",,,"06/25/2022","Public",,,,,,"06/14/2022","06/14/2022","ro_name_DGG
ro_name_DGG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_HFB
cc_name_HFB@email.com
555-555-5555","so_name_HBE","University",,"Public Site Status","08/10/2014","06/14/2022",,,,,,,
"450",,519,"Title 1316","Completed","Interventional","Phase 1","Behavioral",,,,,"11/23/2013","01/23/2017","Actual","01/23/2017","Actual",,,,,"01/19/2014",,,"10/24/2020","Public",,,,,,"10/05/2020","10/05/2020","ro_name_BDA
ro_name_BDA@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_BFC
cc_name_BFC@email.com
555-555-5555 Ext: 555","so_name_DJH","University",,"Public Site Status","01/21/2014","10/05/2020",,,,,,,
"451",124,508,"Title 1074","Completed","Interventional","Phase 1","Drug",,,,,"01/23/2014","09/23/2014","Actual","05/12/2015","Actual",,,,,"11/11/2013",,,"10/24/2021","Public","NINDS",,,,,"10/26/2021","10/26/2021","ro_name_DCD
ro_name_DCD@email.com","lu_name_BBA
lu_name_BBA@email.com","rp_name_ABF","cc_name_CJC
cc_name_CJC@email.com
555-555-5555","so_name_BIF","s_name_AA","National Institute of Neurological Disorders and Stroke (NINDS)","Public Site Status","11/27/2013","10/26/2021",,,,,,,
"452",575,564,"Title 1253","Completed","Interventional","N/A","Other",,,,,"03/02/2014","02/23/2020","Actual","12/24/2021","Actual",,,,,"05/10/2014",,,"01/23/2022","Public",,,,,,"01/30/2022","01/30/2022","ro_name_DGG
ro_name_DGG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]",,"so_name_HBE","University",,"Public Site Status","08/03/2014","01/30/2022",,,,,,,
"453",,511,"Title 134","Completed","Interventional","Phase 4","Behavioral",,,,,"12/24/2013","06/25/2015","Actual","12/24/2015","Actual",,,,,"12/07/2013",,,"09/23/2020","Public",,,,,,"10/04/2020","10/04/2020","ro_name_CID
ro_name_CID@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_DIA
cc_name_DIA@email.com
555-555-5555","so_name_GJG","University",,"Public Site Status","12/07/2013","10/04/2020",,,,,,,
"454",217,521,"Title 1294","Completed","Interventional","Phase 2","Drug",,,,,"02/23/2014","06/25/2019","Actual","06/25/2019","Actual",,,,,"01/13/2014","01/11/2022",,"08/26/2022","In Progress",,"Released",,,,"10/17/2022","08/16/2022","ro_name_AAJ
ro_name_AAJ@email.com","lu_name_ED
lu_name_ED@email.com","[Sponsor]","cc_name_ADG
cc_name_ADG@email.com
555-555-5555 Ext: 5555","so_name_AHG","University",,"Public Site Status","01/29/2014","07/12/2021","pACT","PRS Review Comments
Entry Not Completed
Update Not Released",,"10/06/2022","06/24/2020","06/24/2020",
"455",,610,"Title 332","Completed","Interventional","N/A","Behavioral; Other","No FDA regulated drug","No FDA regulated device",,,"08/26/2014","06/25/2017","Actual","06/25/2018","Actual",,,,,"12/22/2014",,,"11/23/2020","Public",,,,,,"11/30/2020","11/30/2020","ro_name_BJH
ro_name_BJH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CFD
cc_name_CFD@email.com
","so_name_CFF","University","United Health Foundation","Public Site Status","12/22/2014","11/30/2020",,,,,,,
"456",,627,"Title 1222","Completed","Interventional","Phase 1","Drug",,,,,"01/11/2014","05/10/2016","Actual","05/10/2016","Actual",,,,,"01/17/2015",,,"03/25/2020","Public",,,,,,"03/21/2020","03/21/2020","ro_name_CBE
ro_name_CBE@email.com","lu_name_AFE
lu_name_AFE@email.com","rp_name_HG","cc_name_DIA
cc_name_DIA@email.com
555-555-5555","so_name_EFC","University",,"Public Site Status","01/18/2015","03/21/2020",,,,,,,
"457",,659,"Title 794","Recruiting","Observational",,"Procedure/Surgery",,,,,"01/23/2014","04/25/2023","Anticipated","04/25/2023","Anticipated",,,,,"06/12/2015",,,"08/26/2021","Public",,,,,,"08/31/2021","09/01/2021","ro_name_CGC
ro_name_CGC@email.com","lu_name_AHE
lu_name_AHE@email.com","[Sponsor]","cc_name_FIE
cc_name_FIE@email.com
","so_name_FFB","University",,"Public Site Status","06/12/2015","09/01/2021",,"Not Recently Updated","08/26/2022",,,,
"458",,558,"Title 40","Terminated","Interventional","Phase 2","Drug",,,,,"10/24/2014","07/25/2016","Actual","07/25/2016","Actual",,,,,"07/27/2014","03/01/2017",,"08/26/2017","Public",,"Posted",,,,"10/10/2017","10/10/2017","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EDC
cc_name_EDC@email.com
555-555-5555","so_name_GGB","University","Yale University","Public Site Status","07/27/2014","10/10/2017","pACT",,,,,,
"459",,523,"Title 135","Completed","Observational",,,,,,,"02/23/2014","02/23/2019","Actual","02/23/2019","Actual",,,,,"02/15/2014",,,"07/26/2019","Public",,,,,,"07/30/2019","07/31/2019","ro_name_CBD
ro_name_CBD@email.com","lu_name_AFC
lu_name_AFC@email.com","[Sponsor]","cc_name_FJI
cc_name_FJI@email.com
555-555-5555","so_name_AJD","University",,"Public Site Status","02/18/2014","07/31/2019",,,,,,,
"460",59,553,"Title 499","Completed","Interventional","Early Phase 1","Drug",,,,,"01/23/2014","12/24/2021","Actual","12/24/2021","Actual",,,,,"05/25/2014",,,"03/26/2022","Public","NIMH",,,,,"03/13/2022","03/13/2022","ro_name_GE
ro_name_GE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EEA
cc_name_EEA@email.com
555-555-5555","so_name_EAJ","University","National Institute of Mental Health (NIMH)
American Psychiatric Association","Public Site Status","07/19/2014","03/13/2022",,,,,,,
"461",,1116,"Title 836","Completed","Interventional","Phase 1","Biological/Vaccine","FDA regulated drug","No FDA regulated device",,,"09/28/2014","02/20/2022","Actual","02/20/2022","Actual",,,,,"07/16/2020",,,"11/23/2022","Public",,,,,,"11/20/2022","11/20/2022","ro_name_BEH
ro_name_BEH@email.com","lu_name_ACA
lu_name_ACA@email.com","rp_name_GC","cc_name_DAA
cc_name_DAA@email.com
5555555555","so_name_DCI","University",,"Public Site Status","07/21/2020","11/20/2022",,,,,,,
"462",,559,"Title 133","Withdrawn","Interventional","Phase 1/Phase 2","Drug",,,,,"10/24/2014","08/26/2017","Anticipated","08/26/2017","Anticipated",,,,,"07/29/2014",,,"11/23/2017","Public",,,,,,"11/22/2017","11/22/2017","ro_name_DGG
ro_name_DGG@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_AA
cc_name_AA@email.com
555-555-5555 Ext: 5555","so_name_AC","University","US Department of Veterans Affairs","Public Site Status","07/29/2014","11/22/2017",,,,,,,
